Index_,Event_Unique_ID,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
2,125755,2004,D42,Shooting,1073538000000,137,Woburn (137),43.7815361,-79.2349625,533
502,4212793,2012,D11,Shooting,1327640400000,83,Dufferin Grove (83),43.6542778,-79.4373016,534
911,152518,2004,D31,Stabbing,1077253200000,26,Downsview-Roding-CFB (26),43.7209167,-79.5086365,535
611,5147700,2013,D51,Other,1373342400000,73,Moss Park (73),43.6582947,-79.3710327,536
3,136086,2004,D42,Shooting,1073538000000,132,Malvern (132),43.8108597,-79.2068939,537
411,3524643,2009,D31,Shooting,1255838400000,27,York University Heights (27),43.7496109,-79.4875946,538
503,4085703,2012,D32,Shooting,1329714000000,38,Lansing-Westgate (38),43.7574692,-79.4254227,539
912,GO-2018113424,2018,D22,Shooting,1516338000000,11,Eringate-Centennial-West Deane (11),43.6594009,-79.5684204,540
4,148623,2004,D13,Shooting,1075006800000,93,Dovercourt-Wallace Emerson-Junction (93),43.670475,-79.4344025,541
412,3425603,2009,D13,Shooting,1256875200000,94,Wychwood (94),43.6746826,-79.431488,542
612,4902638,2013,D32,Shooting,1364616000000,31,Yorkdale-Glen Park (31),43.7247505,-79.4570847,543
504,4085703,2012,D32,Shooting,1329714000000,38,Lansing-Westgate (38),43.7574692,-79.4254227,544
913,GO-2018113424,2018,D22,Shooting,1516338000000,11,Eringate-Centennial-West Deane (11),43.6594009,-79.5684204,545
5,148619,2004,D42,Shooting,1075006800000,131,Rouge (131),43.8235435,-79.2038651,546
6,152518,2004,D31,Stabbing,1077253200000,26,Downsview-Roding-CFB (26),43.7209167,-79.5086365,547
7,172092,2004,D31,Shooting,1077339600000,26,Downsview-Roding-CFB (26),43.7223663,-79.5089798,548
8,133635,2004,D23,Other,1077339600000,2,Mount Olive-Silverstone-Jamestown (2),43.7431145,-79.592865,549
9,218803,2004,D42,Shooting,1078290000000,131,Rouge (131),43.8162689,-79.2276001,550
10,200779,2004,D41,Shooting,1078376400000,120,Clairlea-Birchmount (120),43.7000847,-79.2867279,551
11,218585,2004,D42,Shooting,1078290000000,129,Agincourt North (129),43.8080292,-79.2665024,552
12,229133,2004,D41,Stabbing,1079154000000,137,Woburn (137),43.7664719,-79.241806,553
13,219659,2004,D53,Other,1079586000000,39,Bedford Park-Nortown (39),43.7096062,-79.4274597,554
14,219687,2004,D42,Other,1080104400000,137,Woburn (137),43.7598267,-79.2253265,555
15,256410,2004,D51,Other,1080795600000,73,Moss Park (73),43.6582947,-79.3710327,556
16,250857,2004,D23,Shooting,1081828800000,5,Elms-Old Rexdale (5),43.7250977,-79.5505676,557
17,350484,2004,D23,Shooting,1083384000000,2,Mount Olive-Silverstone-Jamestown (2),43.7350807,-79.5798798,558
18,301868,2004,D54,Shooting,1078290000000,58,Old East York (58),43.6959457,-79.3287811,559
19,311851,2004,D31,Shooting,1084593600000,24,Black Creek (24),43.769165,-79.5187607,560
20,311870,2004,D22,Stabbing,1084939200000,20,Alderwood (20),43.5943146,-79.5441437,561
21,374867,2004,D51,Shooting,1085112000000,72,Regent Park (72),43.6600876,-79.362999,562
22,408720,2004,D23,Other,1085112000000,3,Thistletown-Beaumond Heights (3),43.735508,-79.5783081,563
23,374908,2004,D13,Other,1085025600000,31,Yorkdale-Glen Park (31),43.7101669,-79.4570465,564
24,418221,2004,D11,Other,1085457600000,86,Roncesvalles (86),43.6424637,-79.4387512,565
25,456650,2004,D51,Other,1086062400000,73,Moss Park (73),43.660656,-79.3748474,566
26,455137,2004,D14,Shooting,1086321600000,85,South Parkdale (85),43.6359825,-79.4281311,567
27,456829,2004,D51,Stabbing,1087531200000,73,Moss Park (73),43.6545258,-79.3694611,568
28,510813,2004,D31,Shooting,1087617600000,23,Pelmo Park-Humberlea (23),43.7112045,-79.5351791,569
29,564223,2004,D31,Shooting,1088654400000,24,Black Creek (24),43.7721443,-79.5226669,570
30,565547,2004,D41,Stabbing,1089000000000,121,Oakridge (121),43.699543,-79.2758026,571
31,565561,2004,D22,Stabbing,1089172800000,16,Stonegate-Queensway (16),43.6301537,-79.4852524,572
32,564251,2004,D31,Stabbing,1089259200000,113,Weston (113),43.708416,-79.5053482,573
33,565588,2004,D32,Stabbing,1089345600000,51,Willowdale East (51),43.7674751,-79.4124451,574
34,592201,2004,D33,Shooting,1090382400000,48,Hillcrest Village (48),43.8008614,-79.3563385,575
35,593866,2004,D11,Other,1090555200000,90,Junction Area (90),43.6632538,-79.4676514,576
36,594159,2004,D51,Shooting,1090641600000,73,Moss Park (73),43.6506844,-79.3666916,577
37,607864,2004,D11,Other,1091678400000,93,Dovercourt-Wallace Emerson-Junction (93),43.6633224,-79.453392,578
38,616055,2004,D31,Stabbing,1092801600000,28,Rustic (28),43.7028809,-79.5038376,579
39,605174,2004,D13,Stabbing,1092888000000,108,Briar Hill-Belgravia (108),43.7022552,-79.4411087,580
40,592255,2004,D42,Shooting,1093838400000,134,Highland Creek (134),43.7938499,-79.1577835,581
41,635798,2004,D51,Other,1093838400000,73,Moss Park (73),43.6523514,-79.3727188,582
42,642839,2004,D31,Stabbing,1093924800000,22,Humbermede (22),43.7506523,-79.5490723,583
43,642110,2004,D23,Shooting,1094356800000,6,Kingsview Village-The Westway (6),43.7006416,-79.5614395,584
44,650681,2004,D23,Shooting,1095739200000,1,West Humber-Clairville (1),43.732193,-79.6142731,585
45,633558,2004,D11,Other,1095825600000,27,York University Heights (27),43.7453308,-79.4924011,586
46,676448,2004,D55,Other,1097208000000,70,South Riverdale (70),43.6605644,-79.3372726,587
47,683174,2004,D31,Shooting,1097812800000,28,Rustic (28),43.7112694,-79.5005493,588
48,696852,2004,D53,Other,1098849600000,99,Mount Pleasant East (99),43.7010231,-79.3785858,589
49,697185,2004,D13,Other,1100235600000,92,Corso Italia-Davenport (92),43.6763077,-79.4505997,590
50,734705,2004,D14,Stabbing,1101877200000,93,Dovercourt-Wallace Emerson-Junction (93),43.6693077,-79.4287186,591
51,734705,2004,D14,Stabbing,1101877200000,93,Dovercourt-Wallace Emerson-Junction (93),43.6693077,-79.4287186,592
52,735933,2004,D42,Other,1101963600000,133,Centennial Scarborough (133),43.7816315,-79.1699524,593
53,734029,2004,D54,Stabbing,1102050000000,58,Old East York (58),43.6959457,-79.3287811,594
54,643900,2004,D11,Other,1098331200000,88,High Park North (88),43.6518822,-79.4728699,595
55,735980,2004,D33,Stabbing,1102741200000,40,St.Andrew-Windfields (40),43.7521515,-79.3849716,596
56,730198,2004,D14,Stabbing,1102741200000,79,University (79),43.6576538,-79.4018478,597
57,775505,2004,D54,Stabbing,1102827600000,54,O'Connor-Parkview (54),43.7083473,-79.3106537,598
58,736004,2004,D51,Shooting,1103432400000,75,Church-Yonge Corridor (75),43.6606712,-79.3788757,599
59,811677,2004,D41,Shooting,1103432400000,124,Kennedy Park (124),43.730751,-79.2565155,600
60,730003,2004,D54,Shooting,1103518800000,44,Flemingdon Park (44),43.7122536,-79.3292923,601
61,860547,2004,D42,Stabbing,1104469200000,123,Cliffcrest (123),43.7353821,-79.2359161,602
62,986698,2004,D42,Other,1089604800000,132,Malvern (132),43.7918816,-79.2360611,603
63,308782,2004,D31,Shooting,1085198400000,29,Maple Leaf (29),43.7147217,-79.4794617,604
64,879569,2005,D42,Stabbing,1105678800000,130,Milliken (130),43.8273811,-79.2652435,605
65,910043,2005,D14,Stabbing,1106024400000,93,Dovercourt-Wallace Emerson-Junction (93),43.6653824,-79.4244614,606
66,920738,2005,D14,Shooting,1106283600000,82,Niagara (82),43.64291,-79.4077148,607
67,920738,2005,D14,Shooting,1106283600000,82,Niagara (82),43.64291,-79.4077148,608
68,951634,2005,D33,Shooting,1108098000000,126,Dorset Park (126),43.7694244,-79.2822571,609
69,733656,2005,D12,Other,1108098000000,91,Weston-Pellam Park (91),43.6703377,-79.4557953,610
70,736672,2005,D23,Shooting,1108184400000,2,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,611
71,768554,2005,D41,Shooting,1108443600000,126,Dorset Park (126),43.7694244,-79.2822571,612
72,918414,2005,D51,Shooting,1108443600000,74,North St.James Town (74),43.6672974,-79.3737793,613
73,929672,2005,D22,Other,1108702800000,17,Mimico (includes Humber Bay Shores) (17),43.6132851,-79.4918747,614
74,969241,2005,D32,Shooting,1109566800000,35,Westminster-Branson (35),43.7859192,-79.4460526,615
75,953786,2005,D33,Shooting,1109998800000,42,Banbury-Don Mills (42),43.7409859,-79.356308,616
76,745939,2005,D22,Stabbing,1110517200000,16,Stonegate-Queensway (16),43.6239204,-79.4982376,617
77,758352,2005,D51,Shooting,1111726800000,75,Church-Yonge Corridor (75),43.6618767,-79.3793716,618
78,884190,2005,D41,Shooting,1113364800000,122,Birchcliffe-Cliffside (122),43.6853142,-79.2812576,619
79,1052948,2005,D11,Shooting,1113796800000,85,South Parkdale (85),43.6371803,-79.4360352,620
80,1006774,2005,D52,Other,1113883200000,77,Waterfront Communities-The Island (77),43.6423912,-79.3840103,621
81,739652,2005,D31,Shooting,1114315200000,21,Humber Summit (21),43.751442,-79.5529861,622
82,736140,2005,D42,Stabbing,1115179200000,129,Agincourt North (129),43.8078117,-79.2841568,623
83,739574,2005,D14,Shooting,1115265600000,93,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638,624
84,737037,2005,D31,Stabbing,1115265600000,25,Glenfield-Jane Heights (25),43.7552147,-79.515358,625
85,756176,2005,D54,Shooting,1115524800000,66,Danforth (66),43.6795692,-79.341774,626
86,1001532,2005,D51,Shooting,1116043200000,75,Church-Yonge Corridor (75),43.6673737,-79.3816376,627
87,863844,2005,D41,Shooting,1116129600000,128,Agincourt South-Malvern West (128),43.7841072,-79.2416306,628
88,988453,2005,D42,Shooting,1116388800000,136,West Hill (136),43.7581673,-79.1930542,629
89,781084,2005,D31,Stabbing,1117166400000,25,Glenfield-Jane Heights (25),43.7396736,-79.5096817,630
90,760646,2005,D55,Shooting,1118548800000,62,East End-Danforth (62),43.6897202,-79.2949219,631
91,1000509,2005,D31,Shooting,1119585600000,24,Black Creek (24),43.7667732,-79.5218735,632
92,834756,2005,D32,Stabbing,1119672000000,32,Englemount-Lawrence (32),43.7201309,-79.4410248,633
93,1086009,2005,D14,Shooting,1120017600000,93,Dovercourt-Wallace Emerson-Junction (93),43.6664314,-79.4381866,634
94,884293,2005,D23,Shooting,1120622400000,3,Thistletown-Beaumond Heights (3),43.7462502,-79.5686188,635
95,863854,2005,D41,Other,1121572800000,121,Oakridge (121),43.6946259,-79.2725296,636
96,1059962,2005,D12,Shooting,1121745600000,111,Rockcliffe-Smythe (111),43.6788063,-79.4829025,637
97,1070618,2005,D33,Other,1121832000000,45,Parkwoods-Donalda (45),43.7433739,-79.3258514,638
98,1150352,2005,D42,Other,1121400000000,136,West Hill (136),43.769825,-79.1916809,639
99,1135001,2005,D31,Shooting,1122696000000,32,Englemount-Lawrence (32),43.7201309,-79.4410248,640
100,1033503,2005,D42,Shooting,1122696000000,117,L'Amoreaux (117),43.7967758,-79.3157654,641
613,4822914,2013,D42,Other,1360126800000,116,Steeles (116),43.815731,-79.3334808,642
505,4370907,2012,D42,Other,1330491600000,117,L'Amoreaux (117),43.7844925,-79.3152313,643
614,5020177,2013,D32,Other,1373688000000,36,Newtonbrook West (36),43.7816391,-79.4160004,644
413,3588501,2009,D54,Shooting,1257138000000,67,Playter Estates-Danforth (67),43.679409,-79.3463745,645
914,GO-2018183793,2018,D51,Stabbing,1517202000000,76,Bay Street Corridor (76),43.6639061,-79.3841553,646
506,4334336,2012,D32,Other,1331442000000,51,Willowdale East (51),43.7656593,-79.4119949,647
414,3454028,2009,D31,Shooting,1257224400000,27,York University Heights (27),43.7519417,-79.4966965,648
615,4822914,2013,D42,Other,1360126800000,116,Steeles (116),43.815731,-79.3334808,649
915,GO-2018104863,2017,D53,Other,1514696400000,55,Thorncliffe Park (55),43.7080193,-79.3413849,650
507,3844704,2010,D13,Stabbing,1276315200000,96,Casa Loma (96),43.6800499,-79.4158554,651
415,3586765,2009,D53,Stabbing,1257310800000,95,Annex (95),43.6726913,-79.399147,652
616,4837042,2013,D51,Other,1365220800000,72,Regent Park (72),43.6624184,-79.3586884,653
916,GO-2018104863,2017,D52,Other,1514696400000,55,Thorncliffe Park (55),43.7080193,-79.3413849,654
508,4445252,2012,D22,Stabbing,1332475200000,15,Kingsway South (15),43.6494026,-79.5196457,655
416,3593532,2009,D55,Other,1257570000000,68,North Riverdale (68),43.6650505,-79.3543396,656
617,4799559,2013,D14,Other,1373774400000,82,Niagara (82),43.6441956,-79.4100494,657
917,GO-2018104863,2016,D53,Other,1461297600000,55,Thorncliffe Park (55),43.7080193,-79.3413849,658
509,3662181,2010,D14,Other,1273291200000,93,Dovercourt-Wallace Emerson-Junction (93),43.6653748,-79.4434433,659
417,3411009,2009,D14,Stabbing,1257570000000,79,University (79),43.6659164,-79.4074707,660
618,4948721,2013,D42,Shooting,1366862400000,132,Malvern (132),43.8187714,-79.2150726,661
918,GO-20173201016,2017,D33,Other,1513314000000,40,St.Andrew-Windfields (40),43.7578926,-79.3821793,662
510,3568162,2010,D11,Stabbing,1275105600000,87,High Park-Swansea (87),43.6404266,-79.473381,663
418,3593574,2010,D55,Other,1262408400000,68,North Riverdale (68),43.6650505,-79.3543396,664
619,5172838,2013,D22,Stabbing,1373860800000,12,Markland Wood (12),43.6425743,-79.5808563,665
919,GO-20173201016,2017,D33,Other,1513314000000,40,St.Andrew-Windfields (40),43.7578926,-79.3821793,666
511,3711024,2010,D22,Other,1276315200000,18,New Toronto (18),43.5993271,-79.5118637,667
419,3425609,2009,D13,Shooting,1257915600000,107,Oakwood Village (107),43.6915436,-79.4389038,668
620,4924967,2013,D32,Stabbing,1366862400000,38,Lansing-Westgate (38),43.7574692,-79.4254227,669
920,GO-2018249547,2018,D33,Shooting,1518066000000,52,Bayview Village (52),43.7807274,-79.3873901,670
512,3786264,2010,D23,Stabbing,1277784000000,6,Kingsview Village-The Westway (6),43.694252,-79.5586472,671
420,2776015,2009,D23,Shooting,1258434000000,6,Kingsview Village-The Westway (6),43.6882286,-79.5506363,672
621,4913839,2013,D31,Other,1367208000000,25,Glenfield-Jane Heights (25),43.7393913,-79.5132217,673
921,GO-2018289167,2018,D43,Shooting,1518670800000,133,Centennial Scarborough (133),43.7821922,-79.1724472,674
513,3773164,2010,D12,Stabbing,1277870400000,111,Rockcliffe-Smythe (111),43.6761055,-79.5059433,675
421,3358995,2009,D52,Shooting,1258866000000,76,Bay Street Corridor (76),43.6656456,-79.3877258,676
622,4929615,2013,D41,Stabbing,1367294400000,122,Birchcliffe-Cliffside (122),43.69207,-79.2637024,677
922,GO-2018366454,2018,D13,Other,1519621200000,94,Wychwood (94),43.6801071,-79.4170914,678
514,3776066,2010,D31,Shooting,1278043200000,26,Downsview-Roding-CFB (26),43.7447815,-79.4864502,679
422,3577507,2009,D41,Shooting,1258866000000,127,Bendale (127),43.7689438,-79.2665024,680
623,5172838,2013,D22,Stabbing,1373860800000,12,Markland Wood (12),43.6425743,-79.5808563,681
923,GO-2018393677,2018,D31,Shooting,1519966800000,24,Black Creek (24),43.7688293,-79.520401,682
515,3771858,2010,D53,Stabbing,1278043200000,95,Annex (95),43.6683922,-79.4020233,683
423,3687835,2009,D31,Shooting,1259816400000,28,Rustic (28),43.715744,-79.5047607,684
624,5172838,2013,D22,Stabbing,1373860800000,12,Markland Wood (12),43.6425743,-79.5808563,685
924,GO-2018413955,2018,D33,Stabbing,1520312400000,45,Parkwoods-Donalda (45),43.7617531,-79.347229,686
925,GO-2018444497,2018,D23,Shooting,1520658000000,2,Mount Olive-Silverstone-Jamestown (2),43.7463188,-79.5881653,687
926,GO-2018484039,2018,D23,Shooting,1521172800000,8,Humber Heights-Westmount (8),43.692627,-79.5174942,688
927,GO-2018489653,2018,D32,Shooting,1521259200000,31,Yorkdale-Glen Park (31),43.7182617,-79.4556808,689
928,GO-2018489653,2018,D32,Shooting,1521259200000,31,Yorkdale-Glen Park (31),43.7182617,-79.4556808,690
929,GO-2018619032,2018,D41,Shooting,1522987200000,119,Wexford/Maryvale (119),43.7645187,-79.318161,691
930,GO-2018639035,2018,D54,Stabbing,1523332800000,58,Old East York (58),43.694725,-79.3431168,692
931,GO-2018711594,2018,D41,Stabbing,1524283200000,124,Kennedy Park (124),43.7274628,-79.2526016,693
932,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,694
933,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,695
934,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,696
935,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,697
936,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,698
937,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,699
938,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,700
939,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,701
940,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,702
941,GO-2018725711,2018,D32,Other,1524456000000,38,Lansing-Westgate (38),43.7599487,-79.4105606,703
942,GO-2018813479,2018,D41,Stabbing,1525579200000,122,Birchcliffe-Cliffside (122),43.6747742,-79.2787476,704
943,GO-2018821806,2018,D22,Shooting,1525665600000,10,Princess-Rosethorn (10),43.6733971,-79.5501633,705
944,GO-2018907125,2018,D43,Shooting,1526788800000,135,Morningside (135),43.775425,-79.2161942,706
945,GO-2018911506,2018,D52,Shooting,1526788800000,76,Bay Street Corridor (76),43.6473351,-79.3797302,707
946,GO-2018929488,2018,D14,Stabbing,1527048000000,95,Annex (95),43.670311,-79.405304,708
947,GO-2018946587,2018,D54,Other,1527220800000,57,Broadview North (57),43.6913719,-79.3495483,709
948,GO-2018945776,2018,D55,Stabbing,1527220800000,62,East End-Danforth (62),43.6781273,-79.301178,710
949,GO-2018958547,2018,D42,Shooting,1527480000000,132,Malvern (132),43.8044968,-79.2242279,711
950,GO-2018965463,2018,D53,Shooting,1527480000000,95,Annex (95),43.67136,-79.3901978,712
951,GO-2018979942,2018,D52,Shooting,1527652800000,75,Church-Yonge Corridor (75),43.6563301,-79.380928,713
952,GO-20181021340,2018,D22,Shooting,1528171200000,18,New Toronto (18),43.6025887,-79.5093994,714
953,GO-20181046556,2018,D11,Stabbing,1528516800000,84,Little Portugal (84),43.6478195,-79.4329147,715
954,GO-20181066328,2018,D14,Other,1528516800000,82,Niagara (82),43.6450157,-79.4094772,716
955,GO-20181075301,2018,D11,Other,1528862400000,86,Roncesvalles (86),43.644207,-79.4353638,717
956,GO-20181091522,2018,D41,Stabbing,1529121600000,123,Cliffcrest (123),43.7191925,-79.249176,718
957,GO-20181106259,2018,D53,Other,1529294400000,98,Rosedale-Moore Park (98),43.6702271,-79.3867874,719
958,GO-20181146367,2018,D32,Shooting,1529812800000,32,Englemount-Lawrence (32),43.7194862,-79.4439087,720
959,GO-20181146418,2018,D23,Shooting,1529812800000,3,Thistletown-Beaumond Heights (3),43.7384567,-79.5764389,721
960,GO-20181146418,2018,D23,Shooting,1529812800000,3,Thistletown-Beaumond Heights (3),43.7384567,-79.5764389,722
961,GO-20181142174,2018,D23,Stabbing,1529726400000,2,Mount Olive-Silverstone-Jamestown (2),43.7374535,-79.590126,723
962,GO-20181152121,2018,D51,Shooting,1529899200000,73,Moss Park (73),43.6582947,-79.3710327,724
963,GO-20181191880,2018,D52,Shooting,1530331200000,78,Kensington-Chinatown (78),43.649353,-79.3936996,725
964,GO-20181191880,2018,D52,Shooting,1530331200000,78,Kensington-Chinatown (78),43.649353,-79.3936996,726
965,GO-20181194072,2018,D54,Stabbing,1530417600000,69,Blake-Jones (69),43.6814842,-79.3323822,727
966,GO-20181198918,2018,D14,Shooting,1530417600000,78,Kensington-Chinatown (78),43.6552353,-79.4023361,728
967,GO-20181240749,2018,D31,Shooting,1531022400000,24,Black Creek (24),43.7672119,-79.5147705,729
968,GO-20181245963,2018,D31,Shooting,1531108800000,24,Black Creek (24),43.769165,-79.5187607,730
969,GO-20181221507,2018,D41,Other,1530763200000,120,Clairlea-Birchmount (120),43.7043839,-79.288559,731
970,GO-20181341286,2018,D54,Shooting,1532318400000,67,Playter Estates-Danforth (67),43.6775589,-79.3519669,732
971,GO-20181329654,2018,D55,Stabbing,1532145600000,70,South Riverdale (70),43.656498,-79.3475571,733
972,GO-20181341286,2018,D54,Shooting,1532318400000,67,Playter Estates-Danforth (67),43.6775589,-79.3519669,734
973,GO-20181358001,2018,D31,Shooting,1532491200000,21,Humber Summit (21),43.7547112,-79.5688705,735
974,GO-2018104863,2012,D51,Other,1350532800000,75,Church-Yonge Corridor (75),43.6637001,-79.3801117,736
975,GO-2018104863,2015,D43,Other,1444881600000,137,Woburn (137),43.75103,-79.2222595,737
976,GO-2018104863,2010,D52,Other,1283745600000,55,Thorncliffe Park (55),43.7080193,-79.3413849,738
977,GO-2018104863,2010,D52,Other,1293598800000,55,Thorncliffe Park (55),43.7080193,-79.3413849,739
978,GO-2018104863,2015,D52,Other,1450069200000,55,Thorncliffe Park (55),43.7080193,-79.3413849,740
979,GO-20181508181,2018,D23,Shooting,1534305600000,2,Mount Olive-Silverstone-Jamestown (2),43.7320251,-79.5894241,741
980,GO-20181526723,2018,D23,Stabbing,1534564800000,6,Kingsview Village-The Westway (6),43.6925735,-79.5555344,742
981,GO-20181527703,2018,D22,Stabbing,1534564800000,14,Islington-City Centre West (14),43.6101265,-79.5569077,743
982,GO-20181528994,2018,D51,Shooting,1534651200000,73,Moss Park (73),43.6526985,-79.3662109,744
983,GO-20181548479,2018,D54,Shooting,1534910400000,66,Danforth (66),43.6797943,-79.3406067,745
984,GO-20181549969,2018,D12,Shooting,1534910400000,115,Mount Dennis (115),43.6913033,-79.5008926,746
985,GO-20181494077,2018,D22,Other,1534132800000,18,New Toronto (18),43.6015396,-79.5088959,747
986,GO-20181562384,2018,D12,Stabbing,1535083200000,113,Weston (113),43.700161,-79.5162048,748
987,GO-20181564549,2018,D42,Other,1535083200000,132,Malvern (132),43.812973,-79.2430801,749
988,GO-20181599566,2018,D51,Other,1535515200000,72,Regent Park (72),43.6618919,-79.3584595,750
989,GO-20181527703,2018,D22,Stabbing,1534564800000,14,Islington-City Centre West (14),43.6101265,-79.5569077,751
990,GO-20181609974,2018,D41,Shooting,1535688000000,120,Clairlea-Birchmount (120),43.7015152,-79.2755432,752
991,GO-20181622696,2018,D42,Shooting,1535860800000,132,Malvern (132),43.8091469,-79.2101669,753
992,GO-20181626502,2018,D14,Shooting,1535860800000,82,Niagara (82),43.6357384,-79.4032898,754
993,GO-20181665625,2018,D12,Shooting,1536379200000,91,Weston-Pellam Park (91),43.674015,-79.4631729,755
994,GO-20181668023,2018,D11,Other,1536379200000,86,Roncesvalles (86),43.644207,-79.4353638,756
995,GO-20181684842,2018,D23,Stabbing,1536638400000,7,Willowridge-Martingrove-Richview (7),43.6827621,-79.5697632,757
996,GO-20181706301,2018,D43,Shooting,1536897600000,138,Eglinton East (138),43.7416115,-79.2326126,758
997,GO-20181733104,2018,D42,Shooting,1537243200000,128,Agincourt South-Malvern West (128),43.7888451,-79.2624893,759
998,GO-20181739446,2018,D32,Stabbing,1537329600000,36,Newtonbrook West (36),43.7889824,-79.4178238,760
999,GO-20181772173,2018,D33,Shooting,1537761600000,53,Henry Farm (53),43.7726898,-79.3448181,761
1000,GO-20181777456,2018,D51,Shooting,1537848000000,72,Regent Park (72),43.6592712,-79.3634949,762
516,3755673,2012,D12,Shooting,1334203200000,111,Rockcliffe-Smythe (111),43.6727638,-79.4876251,763
424,3574569,2009,D51,Other,1259989200000,74,North St.James Town (74),43.6672974,-79.3737793,764
625,4832188,2013,D14,Shooting,1368936000000,81,Trinity-Bellwoods (81),43.650959,-79.4213791,765
517,4428014,2012,D41,Stabbing,1334462400000,119,Wexford/Maryvale (119),43.7325554,-79.3058929,766
626,4823588,2013,D54,Other,1368676800000,54,O'Connor-Parkview (54),43.7125206,-79.300354,767
518,4376058,2012,D11,Other,1334548800000,88,High Park North (88),43.657547,-79.4652481,768
627,5001151,2013,D42,Shooting,1369800000000,131,Rouge (131),43.821373,-79.2203674,769
425,3567900,2009,D31,Shooting,1260075600000,21,Humber Summit (21),43.7566948,-79.5694427,770
519,4449577,2012,D32,Shooting,1336104000000,32,Englemount-Lawrence (32),43.7226105,-79.441864,771
628,5067942,2013,D42,Other,1370232000000,129,Agincourt North (129),43.8078117,-79.2841568,772
426,3574814,2009,D31,Shooting,1260162000000,113,Weston (113),43.7030106,-79.525444,773
520,4346812,2012,D53,Shooting,1336536000000,100,Yonge-Eglinton (100),43.6979294,-79.4033203,774
521,4449281,2012,D41,Other,1336363200000,121,Oakridge (121),43.7032204,-79.2795181,775
522,4445741,2012,D11,Shooting,1336622400000,114,Lambton Baby Point (114),43.6648865,-79.501503,776
523,3363455,2012,D51,Other,1336968000000,73,Moss Park (73),43.6507339,-79.3706894,777
524,4438492,2012,D43,Shooting,1338436800000,133,Centennial Scarborough (133),43.7864952,-79.1552658,778
525,4533105,2012,D52,Shooting,1338609600000,76,Bay Street Corridor (76),43.6540642,-79.3799744,779
526,4533105,2012,D52,Shooting,1338609600000,76,Bay Street Corridor (76),43.6540642,-79.3799744,780
527,4386217,2012,D14,Shooting,1339992000000,80,Palmerston-Little Italy (80),43.6552467,-79.4183273,781
528,4503011,2012,D41,Shooting,1340337600000,126,Dorset Park (126),43.7694244,-79.2822571,782
529,4556249,2012,D32,Shooting,1340424000000,51,Willowdale East (51),43.7565041,-79.4065704,783
530,4578181,2012,D22,Shooting,1341460800000,14,Islington-City Centre West (14),43.6490707,-79.5583496,784
531,4544154,2012,D43,Shooting,1342411200000,136,West Hill (136),43.7648697,-79.1848831,785
532,4544154,2012,D43,Shooting,1342411200000,136,West Hill (136),43.7648697,-79.1848831,786
533,4466647,2012,D12,Shooting,1342497600000,115,Mount Dennis (115),43.6843834,-79.5042191,787
534,4427513,2012,D32,Shooting,1342670400000,32,Englemount-Lawrence (32),43.7194862,-79.4439087,788
535,4528375,2012,D42,Other,1342929600000,128,Agincourt South-Malvern West (128),43.7812233,-79.254982,789
536,4622186,2012,D31,Shooting,1343793600000,24,Black Creek (24),43.7672119,-79.5147705,790
537,4531897,2012,D42,Other,1344312000000,132,Malvern (132),43.8065376,-79.2186508,791
538,4613436,2012,D55,Other,1345780800000,120,Clairlea-Birchmount (120),43.7279472,-79.2827606,792
539,4528016,2012,D42,Shooting,1347076800000,132,Malvern (132),43.8083572,-79.2065353,793
540,4563307,2012,D55,Shooting,1347076800000,62,East End-Danforth (62),43.6788864,-79.298027,794
541,4453311,2012,D23,Shooting,1347768000000,25,Glenfield-Jane Heights (25),43.747097,-79.5151291,795
542,4520488,2012,D13,Other,1347681600000,108,Briar Hill-Belgravia (108),43.7022552,-79.4411087,796
543,4589405,2012,D23,Shooting,1347940800000,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,797
544,4589405,2012,D23,Shooting,1347940800000,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,798
545,4663461,2012,D31,Shooting,1349928000000,24,Black Creek (24),43.7578697,-79.5154648,799
546,4615172,2012,D43,Other,1350446400000,137,Woburn (137),43.7757454,-79.234993,800
547,4477212,2012,D51,Stabbing,1350964800000,71,Cabbagetown-South St.James Town (71),43.6645203,-79.3708878,801
