id,lat,long,occurrencedate,reporteddate,premisetype,offence,MCI,division,neighbourhood
9102,43.7181282,-79.5990524,2019-04-06,2019-04-06,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
9103,43.7393913,-79.5132217,2019-04-06,2019-04-06,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Glenfield-Jane Heights (25)
9104,43.7745514,-79.4431839,2019-04-06,2019-04-06,Apartment,Assault,Assault,D32,Newtonbrook West (36)
9105,43.7958717,-79.3078461,2019-04-06,2019-04-06,House,Assault,Assault,D42,L'Amoreaux (117)
9106,43.6518974,-79.3817139,2019-04-06,2019-04-06,Other,Assault Peace Officer,Assault,D52,Bay Street Corridor (76)
9107,43.7248802,-79.4482651,2019-04-06,2019-04-06,Commercial,Assault,Assault,D32,Yorkdale-Glen Park (31)
9108,43.6374741,-79.40522,2019-04-06,2019-04-09,Apartment,Assault,Assault,D14,Niagara (82)
9109,43.7278481,-79.2876129,2019-04-06,2019-04-06,Commercial,Theft Over,Theft Over,D41,Clairlea-Birchmount (120)
9110,43.7208557,-79.2399216,2019-04-06,2019-04-06,Apartment,Assault,Assault,D43,Cliffcrest (123)
9111,43.6672974,-79.3737793,2019-04-06,2019-04-06,Apartment,Assault,Assault,D51,Cabbagetown-South St.James Town (71)
9112,43.6951332,-79.3034821,2019-04-06,2019-04-06,Apartment,Assault,Assault,D54,Taylor-Massey (61)
9113,43.7279053,-79.4179077,2019-04-06,2019-04-06,Commercial,Assault,Assault,D32,Bedford Park-Nortown (39)
9114,43.7475204,-79.2848358,2019-04-06,2019-04-06,Apartment,Assault With Weapon,Assault,D41,Wexford/Maryvale (119)
9115,43.7006493,-79.5811539,2019-04-06,2019-04-06,Commercial,Assault With Weapon,Assault,D23,West Humber-Clairville (1)
9116,43.6702271,-79.3867874,2019-04-06,2019-05-04,Apartment,B&E W'Intent,Break and Enter,D51,Church-Yonge Corridor (75)
9117,43.7071762,-79.4999466,2019-04-06,2019-04-27,House,Assault Bodily Harm,Assault,D12,Rustic (28)
9118,43.7494888,-79.5327911,2019-04-06,2019-04-25,Other,B&E,Break and Enter,D31,Humbermede (22)
9119,43.7941818,-79.1536484,2019-04-06,2019-04-08,Commercial,B&E,Break and Enter,D43,Centennial Scarborough (133)
9120,43.6856804,-79.29216,2019-04-06,2019-04-09,Commercial,Theft Of Motor Vehicle,Auto Theft,D55,East End-Danforth (62)
9121,43.7266464,-79.3275604,2019-04-06,2019-04-23,Apartment,Assault,Assault,D33,Banbury-Don Mills (42)
9122,43.7266464,-79.3275604,2019-04-06,2019-04-23,Apartment,Assault With Weapon,Assault,D33,Banbury-Don Mills (42)
9123,43.6120872,-79.5158234,2019-04-06,2019-04-08,Other,Assault Bodily Harm,Assault,D22,Mimico (includes Humber Bay Shores) (17)
9124,43.6784439,-79.4232407,2019-04-06,2019-04-21,House,B&E,Break and Enter,D13,Wychwood (94)
9125,43.653347,-79.3961639,2019-04-06,2019-04-19,Other,B&E W'Intent,Break and Enter,D52,Kensington-Chinatown (78)
9126,43.6592712,-79.3634949,2019-04-06,2019-04-06,Outside,Theft Of Motor Vehicle,Auto Theft,D51,Regent Park (72)
9127,43.6579094,-79.3815842,2019-04-06,2019-04-06,Other,Robbery - Other,Robbery,D51,Church-Yonge Corridor (75)
9128,43.7632637,-79.411377,2019-04-06,2019-04-06,Commercial,Assault Bodily Harm,Assault,D32,Lansing-Westgate (38)
9129,43.649353,-79.3936996,2019-04-06,2019-04-06,Commercial,Assault,Assault,D52,Kensington-Chinatown (78)
9130,43.7758369,-79.3437195,2019-04-06,2019-04-06,Outside,Robbery - Vehicle Jacking,Robbery,D33,Don Valley Village (47)
9131,43.6928101,-79.4802094,2019-04-06,2019-04-13,Apartment,Assault Bodily Harm,Assault,D12,Beechborough-Greenbrook (112)
9132,43.6545258,-79.3694611,2019-04-06,2019-04-06,Other,Assault,Assault,D51,Moss Park (73)
9133,43.7736168,-79.2611313,2019-04-06,2019-04-06,Commercial,Assault,Assault,D43,Bendale (127)
9134,43.658596,-79.4415741,2019-04-06,2019-04-06,Outside,Assault,Assault,D11,Dovercourt-Wallace Emerson-Junction (93)
9135,43.7684097,-79.1862259,2019-04-06,2019-04-06,Apartment,Assault,Assault,D43,West Hill (136)
9136,43.6175003,-79.4989166,2019-04-06,2019-04-06,Commercial,Assault,Assault,D22,Mimico (includes Humber Bay Shores) (17)
9137,43.7383919,-79.5826874,2019-04-06,2019-04-06,Apartment,B&E,Break and Enter,D23,Mount Olive-Silverstone-Jamestown (2)
9138,43.7491493,-79.515686,2019-04-06,2019-04-06,Apartment,Assault,Assault,D31,Glenfield-Jane Heights (25)
9139,43.799118,-79.295166,2019-04-06,2019-04-06,House,B&E,Break and Enter,D42,L'Amoreaux (117)
9140,43.792942,-79.2017822,2019-04-06,2019-04-06,House,Assault,Assault,D43,Morningside (135)
9141,43.792942,-79.2017822,2019-04-06,2019-04-06,House,Assault,Assault,D43,Morningside (135)
9142,43.7000694,-79.3022003,2019-04-06,2019-04-06,Outside,Robbery - Other,Robbery,D54,O'Connor-Parkview (54)
9143,43.7555389,-79.5221329,2019-04-06,2019-04-06,Other,Assault,Assault,D31,Glenfield-Jane Heights (25)
9144,43.7491493,-79.515686,2019-04-06,2019-04-06,Apartment,Assault,Assault,D31,Glenfield-Jane Heights (25)
9145,43.6756516,-79.4535065,2019-04-06,2019-04-06,Commercial,B&E,Break and Enter,D13,Corso Italia-Davenport (92)
9146,43.785347,-79.1933441,2019-04-06,2019-04-06,Outside,Robbery With Weapon,Robbery,D43,Morningside (135)
9147,43.7684097,-79.1862259,2019-04-06,2019-04-06,Apartment,Assault,Assault,D43,West Hill (136)
9148,43.769165,-79.5187607,2019-04-06,2019-04-06,Apartment,Assault,Assault,D31,Black Creek (24)
9149,43.64674,-79.3955688,2019-04-06,2019-04-06,Commercial,Assault,Assault,D14,Waterfront Communities-The Island (77)
9150,43.7562561,-79.5600281,2019-04-06,2019-04-09,Commercial,B&E,Break and Enter,D31,Humber Summit (21)
9151,43.6770096,-79.4474335,2019-04-06,2019-04-06,Outside,Assault,Assault,D13,Corso Italia-Davenport (92)
9152,43.7610931,-79.2108078,2019-04-06,2019-04-06,Apartment,Assault,Assault,D43,Woburn (137)
9153,43.7075539,-79.5051117,2019-04-06,2019-04-06,Commercial,B&E,Break and Enter,D12,Weston (113)
9154,43.662468,-79.3513565,2019-04-06,2019-04-06,Outside,Robbery - Mugging,Robbery,D55,South Riverdale (70)
9155,43.644207,-79.4353638,2019-04-07,2019-04-07,Apartment,Assault,Assault,D11,Roncesvalles (86)
9156,43.6855698,-79.4461136,2019-04-07,2019-04-07,Other,Assault,Assault,D13,Caledonia-Fairbank (109)
9157,43.7058182,-79.3906097,2019-04-07,2019-04-07,Apartment,Theft Over,Theft Over,D53,Mount Pleasant West (104)
9158,43.6558342,-79.3634415,2019-04-07,2019-04-07,Other,Assault,Assault,D51,Moss Park (73)
9159,43.6531715,-79.3757706,2019-04-07,2019-04-07,Commercial,Assault,Assault,D51,Church-Yonge Corridor (75)
9160,43.7252235,-79.3259811,2019-04-07,2019-04-07,Other,B&E,Break and Enter,D33,Banbury-Don Mills (42)
9161,43.658783,-79.4407501,2019-04-07,2019-04-07,Outside,Assault,Assault,D11,Dufferin Grove (83)
9162,43.7588234,-79.2357178,2019-04-07,2019-04-07,Outside,Pointing A Firearm,Assault,D43,Woburn (137)
9163,43.6540642,-79.3799744,2019-04-07,2019-04-07,Commercial,Assault,Assault,D52,Bay Street Corridor (76)
9164,43.7195587,-79.5376358,2019-04-07,2019-04-07,Apartment,Assault With Weapon,Assault,D31,Pelmo Park-Humberlea (23)
9165,43.7415695,-79.2610626,2019-04-07,2019-04-07,Outside,Assault,Assault,D41,Eglinton East (138)
9166,43.6573105,-79.3844147,2019-04-07,2019-04-07,Apartment,Assault,Assault,D52,Bay Street Corridor (76)
9167,43.6879005,-79.4182358,2019-04-07,2019-04-07,House,B&E,Break and Enter,D13,Forest Hill South (101)
9168,43.8334541,-79.2510223,2019-04-07,2019-04-07,Commercial,Theft Over - Shoplifting,Theft Over,D42,Milliken (130)
9169,43.762104,-79.4082642,2019-04-07,2019-04-07,Outside,Assault,Assault,D32,Willowdale East (51)
9170,43.8334541,-79.2510223,2019-04-07,2019-04-07,Commercial,Assault - Resist/ Prevent Seiz,Assault,D42,Milliken (130)
9171,43.6945457,-79.3352661,2019-04-07,2019-04-07,Outside,Assault,Assault,D54,Old East York (58)
9172,43.6854057,-79.3140869,2019-04-07,2019-04-07,Apartment,Assault Peace Officer,Assault,D55,Woodbine Corridor (64)
9173,43.6823387,-79.5266037,2019-04-07,2019-04-07,Outside,Assault,Assault,D23,Willowridge-Martingrove-Richview (7)
9174,43.603508,-79.5051956,2019-04-07,2019-04-08,Outside,Theft Of Motor Vehicle,Auto Theft,D22,New Toronto (18)
9175,43.7138481,-79.5811157,2019-04-07,2019-04-07,Commercial,B&E W'Intent,Break and Enter,D23,West Humber-Clairville (1)
9176,43.7043533,-79.39785,2019-04-07,2019-04-07,Other,Assault,Assault,D53,Yonge-Eglinton (100)
9177,43.6448174,-79.3822632,2019-04-07,2019-04-08,Commercial,B&E,Break and Enter,D52,Waterfront Communities-The Island (77)
9178,43.6994591,-79.432785,2019-04-07,2019-04-08,Commercial,B&E,Break and Enter,D13,Forest Hill North (102)
9179,43.659153,-79.3486481,2019-04-07,2019-04-08,Commercial,B&E,Break and Enter,D55,South Riverdale (70)
9180,43.6434212,-79.3912811,2019-04-07,2019-10-05,Outside,Theft Of Motor Vehicle,Auto Theft,D52,Waterfront Communities-The Island (77)
9181,43.6476135,-79.4020004,2019-04-07,2019-04-08,Commercial,Theft Of Motor Vehicle,Auto Theft,D14,Waterfront Communities-The Island (77)
9182,43.7117043,-79.5667038,2019-04-07,2019-04-08,Outside,Theft Of Motor Vehicle,Auto Theft,D23,Rexdale-Kipling (4)
9183,43.8181343,-79.3222198,2019-04-07,2019-04-08,House,Theft Of Motor Vehicle,Auto Theft,D42,Steeles (116)
9184,43.6883087,-79.4931412,2019-04-07,2019-04-07,Apartment,Theft Of Motor Vehicle,Auto Theft,D12,Mount Dennis (115)
9185,43.7140121,-79.5568619,2019-04-07,2019-04-07,Outside,Theft Of Motor Vehicle,Auto Theft,D23,Rexdale-Kipling (4)
9186,43.7274742,-79.4800797,2019-04-07,2019-04-07,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Downsview-Roding-CFB (26)
9187,43.7337761,-79.5935364,2019-04-07,2019-04-08,Apartment,Assault,Assault,D23,West Humber-Clairville (1)
9188,43.7082901,-79.2484055,2019-04-07,2019-04-08,Other,Assault,Assault,D41,Birchcliffe-Cliffside (122)
9189,43.7241135,-79.4698715,2019-04-07,2019-04-08,Commercial,B&E,Break and Enter,D32,Yorkdale-Glen Park (31)
9190,43.6591301,-79.3613052,2019-04-07,2019-04-08,Apartment,B&E,Break and Enter,D51,Regent Park (72)
9191,43.6083145,-79.5480576,2019-04-07,2019-04-08,Apartment,Assault,Assault,D22,Alderwood (20)
9192,43.7038498,-79.273819,2019-04-07,2019-04-07,Outside,Assault,Assault,D41,Clairlea-Birchmount (120)
9193,43.6677322,-79.3103333,2019-04-07,2019-04-08,House,B&E,Break and Enter,D55,The Beaches (63)
9194,43.7217369,-79.3779221,2019-04-07,2019-04-07,Other,Assault,Assault,D53,Bridle Path-Sunnybrook-York Mills (41)
9195,43.6382141,-79.4309158,2019-04-07,2019-04-07,Apartment,Assault,Assault,D14,South Parkdale (85)
9196,43.6579514,-79.4000473,2019-04-07,2019-04-07,Commercial,B&E,Break and Enter,D52,Kensington-Chinatown (78)
9197,43.7509766,-79.5858307,2019-04-07,2019-04-07,Outside,Theft Over,Theft Over,D23,Mount Olive-Silverstone-Jamestown (2)
9198,43.7455368,-79.4003296,2019-04-07,2019-04-07,House,B&E,Break and Enter,D32,St.Andrew-Windfields (40)
9199,43.6590729,-79.412735,2019-04-07,2019-04-07,Apartment,Assault,Assault,D14,Palmerston-Little Italy (80)
9200,43.7142792,-79.3059692,2019-04-07,2019-04-07,Apartment,Robbery - Other,Robbery,D54,O'Connor-Parkview (54)
9201,43.6529465,-79.3980484,2019-04-07,2019-04-07,Outside,Assault Peace Officer,Assault,D52,Kensington-Chinatown (78)
9202,43.6172829,-79.4873505,2019-04-07,2019-04-07,Apartment,Assault,Assault,D22,Mimico (includes Humber Bay Shores) (17)
9203,43.7230263,-79.3396149,2019-04-07,2019-04-07,Commercial,B&E,Break and Enter,D33,Banbury-Don Mills (42)
9204,43.6445541,-79.5672531,2019-04-07,2019-04-07,Other,Assault,Assault,D22,Etobicoke West Mall (13)
9205,43.7247276,-79.3026428,2019-04-07,2019-04-07,Outside,Assault Peace Officer,Assault,D41,Victoria Village (43)
9206,43.6610031,-79.377388,2019-04-07,2019-04-07,Commercial,Assault,Assault,D51,Church-Yonge Corridor (75)
9207,43.7998428,-79.2206268,2019-04-07,2019-04-07,Other,Assault Bodily Harm,Assault,D42,Malvern (132)
9208,43.6932487,-79.4785004,2019-04-07,2019-04-07,Outside,Assault,Assault,D12,Beechborough-Greenbrook (112)
9209,43.6932487,-79.4785004,2019-04-07,2019-04-07,Outside,Assault Peace Officer,Assault,D12,Beechborough-Greenbrook (112)
9210,43.644207,-79.4353638,2019-04-07,2019-04-07,Outside,Robbery - Mugging,Robbery,D11,Roncesvalles (86)
9211,43.6665497,-79.3852615,2019-04-07,2019-04-07,Apartment,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
9212,43.6127319,-79.4897842,2019-04-07,2019-04-07,Commercial,Assault,Assault,D22,Mimico (includes Humber Bay Shores) (17)
9213,43.7685051,-79.2853088,2019-04-07,2019-04-14,Apartment,B&E,Break and Enter,D41,Dorset Park (126)
9214,43.7007599,-79.4266891,2019-04-07,2019-04-07,Commercial,B&E,Break and Enter,D13,Humewood-Cedarvale (106)
9215,43.647522,-79.3854599,2019-04-07,2019-04-17,Other,B&E,Break and Enter,D52,Bay Street Corridor (76)
9216,43.7603607,-79.4124756,2019-04-07,2019-04-16,Apartment,B&E,Break and Enter,D32,Lansing-Westgate (38)
9217,43.7082901,-79.2484055,2019-04-07,2019-04-09,Other,Assault,Assault,D41,Birchcliffe-Cliffside (122)
9218,43.6618767,-79.3793716,2019-04-07,2019-05-23,Commercial,Assault,Assault,D51,Church-Yonge Corridor (75)
9219,43.6470985,-79.6045151,2019-04-07,2019-04-10,Commercial,Theft Of Motor Vehicle,Auto Theft,D22,Eringate-Centennial-West Deane (11)
9220,43.7504463,-79.623909,2019-04-07,2019-05-11,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
9221,43.8234901,-79.2655945,2019-04-07,2019-04-10,Other,Assault,Assault,D42,Milliken (130)
9222,43.8002167,-79.3355637,2019-04-07,2019-04-09,House,Theft Of Motor Vehicle,Auto Theft,D33,Pleasant View (46)
9223,43.6561661,-79.3701248,2019-04-07,2019-04-07,Other,B&E,Break and Enter,D51,Moss Park (73)
9224,43.6632538,-79.4676514,2019-04-07,2019-04-07,Outside,Assault,Assault,D11,Junction Area (90)
9225,43.6364861,-79.3996506,2019-04-07,2019-04-07,Other,Assault,Assault,D14,Waterfront Communities-The Island (77)
9226,43.8220634,-79.2825394,2019-04-07,2019-04-11,House,B&E,Break and Enter,D42,Milliken (130)
9227,43.668087,-79.3212738,2019-04-07,2019-04-07,House,Assault With Weapon,Assault,D55,Greenwood-Coxwell (65)
9228,43.6897202,-79.2949219,2019-04-07,2019-04-07,Apartment,Assault,Assault,D55,East End-Danforth (62)
9229,43.7513924,-79.5229263,2019-04-07,2019-04-07,House,Assault,Assault,D31,Glenfield-Jane Heights (25)
9230,43.687088,-79.3558502,2019-04-07,2019-04-07,Commercial,Robbery - Business,Robbery,D54,Broadview North (57)
9231,43.687088,-79.3558502,2019-04-07,2019-04-07,Commercial,Robbery With Weapon,Robbery,D54,Broadview North (57)
9232,43.6603127,-79.5171204,2019-04-07,2019-04-07,Apartment,B&E,Break and Enter,D22,Edenbridge-Humber Valley (9)
9233,43.7358513,-79.2520523,2019-04-07,2019-04-07,Commercial,Assault,Assault,D41,Eglinton East (138)
9234,43.7142792,-79.3059692,2019-04-07,2019-04-07,Apartment,Robbery - Other,Robbery,D54,O'Connor-Parkview (54)
9235,43.8071899,-79.2703934,2019-04-07,2019-04-07,Commercial,Assault With Weapon,Assault,D42,Agincourt North (129)
9236,43.8071899,-79.2703934,2019-04-07,2019-04-07,Commercial,Assault Bodily Harm,Assault,D42,Agincourt North (129)
9237,43.8071899,-79.2703934,2019-04-07,2019-04-07,Commercial,Robbery With Weapon,Robbery,D42,Agincourt North (129)
9238,43.6511726,-79.3813324,2019-04-07,2019-04-07,Outside,Assault Peace Officer,Assault,D52,Bay Street Corridor (76)
9239,43.7293587,-79.3283997,2019-04-07,2019-04-07,Apartment,Assault,Assault,D33,Banbury-Don Mills (42)
9240,43.7859192,-79.4460526,2019-04-07,2019-04-07,Apartment,Assault With Weapon,Assault,D32,Westminster-Branson (35)
9241,43.7859192,-79.4460526,2019-04-07,2019-04-07,Apartment,Assault,Assault,D32,Westminster-Branson (35)
9242,43.6511726,-79.3813324,2019-04-07,2019-04-07,Outside,Assault - Resist/ Prevent Seiz,Assault,D52,Bay Street Corridor (76)
9243,43.6858025,-79.4450302,2019-04-07,2019-04-07,House,Assault,Assault,D13,Oakwood Village (107)
9244,43.6511726,-79.3813324,2019-04-07,2019-04-07,Outside,Assault - Resist/ Prevent Seiz,Assault,D52,Bay Street Corridor (76)
9245,43.6485252,-79.3776474,2019-04-07,2019-04-07,Commercial,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
9246,43.6511726,-79.3813324,2019-04-07,2019-04-07,Outside,Assault - Resist/ Prevent Seiz,Assault,D52,Bay Street Corridor (76)
9247,43.6443062,-79.4008255,2019-04-07,2019-04-07,Outside,Assault - Resist/ Prevent Seiz,Assault,D14,Waterfront Communities-The Island (77)
9248,43.6443062,-79.4008255,2019-04-07,2019-04-07,Outside,Disarming Peace/Public Officer,Assault,D14,Waterfront Communities-The Island (77)
9249,43.6975517,-79.5016632,2019-04-07,2019-04-07,Apartment,Assault,Assault,D12,Brookhaven-Amesbury (30)
9250,43.6491318,-79.4379425,2019-04-08,2019-04-08,House,Assault With Weapon,Assault,D11,Little Portugal (84)
9251,43.7063522,-79.4002838,2019-04-08,2019-04-08,Other,Use Firearm / Immit Commit Off,Assault,D53,Yonge-Eglinton (100)
9252,43.7703438,-79.5008469,2019-04-08,2019-04-08,Apartment,B&E W'Intent,Break and Enter,D31,York University Heights (27)
9253,43.7777443,-79.324173,2019-04-08,2019-04-23,Apartment,Assault,Assault,D42,L'Amoreaux (117)
9254,43.7358513,-79.2520523,2019-04-08,2019-04-23,Outside,Theft From Motor Vehicle Over,Theft Over,D41,Eglinton East (138)
9255,43.6643715,-79.3871841,2019-04-08,2019-04-08,Apartment,Assault,Assault,D52,Bay Street Corridor (76)
9256,43.7196045,-79.5187759,2019-04-08,2019-04-08,House,B&E,Break and Enter,D31,Downsview-Roding-CFB (26)
9257,43.6491318,-79.4379425,2019-04-08,2019-04-08,House,Assault Bodily Harm,Assault,D11,Little Portugal (84)
9258,43.6687431,-79.4580154,2019-04-08,2019-04-08,Apartment,Assault With Weapon,Assault,D11,Weston-Pellam Park (91)
9259,43.7869987,-79.3080139,2019-04-08,2019-04-08,House,B&E W'Intent,Break and Enter,D42,Tam O'Shanter-Sullivan (118)
9260,43.6649399,-79.3845978,2019-04-08,2019-04-08,Apartment,Assault,Assault,D51,Church-Yonge Corridor (75)
9261,43.6491318,-79.4379425,2019-04-08,2019-04-08,House,Assault Bodily Harm,Assault,D11,Little Portugal (84)
9262,43.6925621,-79.2823029,2019-04-08,2019-04-08,Commercial,Assault,Assault,D41,Oakridge (121)
9263,43.7750168,-79.3433609,2019-04-08,2019-04-08,Outside,Assault With Weapon,Assault,D33,Henry Farm (53)
9264,43.7750168,-79.3433609,2019-04-08,2019-04-08,Outside,Assault With Weapon,Assault,D33,Henry Farm (53)
9265,43.7463875,-79.4820404,2019-04-08,2019-04-08,Commercial,Assault,Assault,D31,Downsview-Roding-CFB (26)
9266,43.6939468,-79.2840805,2019-04-08,2019-04-08,House,Unlawfully In Dwelling-House,Break and Enter,D41,Oakridge (121)
9267,43.6939468,-79.2840805,2019-04-08,2019-04-08,House,Assault,Assault,D41,Oakridge (121)
9268,43.6120872,-79.5158234,2019-04-08,2019-04-08,Other,Assault,Assault,D22,Mimico (includes Humber Bay Shores) (17)
9269,43.7924232,-79.3383026,2019-04-08,2019-04-08,Outside,Robbery - Purse Snatch,Robbery,D33,Pleasant View (46)
9270,43.7639999,-79.4115677,2019-04-08,2019-04-08,Commercial,B&E,Break and Enter,D32,Lansing-Westgate (38)
9271,43.6613731,-79.38311,2019-04-08,2019-04-08,Commercial,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
9272,43.6491432,-79.4001083,2019-04-08,2019-04-08,Outside,Robbery With Weapon,Robbery,D14,Kensington-Chinatown (78)
9273,43.7087212,-79.267067,2019-04-08,2019-04-08,Apartment,Assault,Assault,D41,Clairlea-Birchmount (120)
9274,43.6447754,-79.3850174,2019-04-08,2019-04-08,Commercial,Theft Of Motor Vehicle,Auto Theft,D52,Waterfront Communities-The Island (77)
9275,43.7950974,-79.2817459,2019-04-08,2019-04-08,House,B&E,Break and Enter,D42,Agincourt South-Malvern West (128)
9276,43.7140884,-79.4547501,2019-04-08,2019-11-15,Apartment,Assault With Weapon,Assault,D32,Yorkdale-Glen Park (31)
9277,43.7140884,-79.4547501,2019-04-08,2019-11-15,Apartment,Assault,Assault,D32,Yorkdale-Glen Park (31)
9278,43.7140884,-79.4547501,2019-04-08,2019-11-15,Apartment,Assault Bodily Harm,Assault,D32,Yorkdale-Glen Park (31)
9279,43.7941818,-79.1536484,2019-04-08,2019-06-28,Commercial,B&E,Break and Enter,D43,Centennial Scarborough (133)
9280,43.6408424,-79.4354095,2019-04-08,2019-04-14,Apartment,Assault,Assault,D11,Roncesvalles (86)
9281,43.6447754,-79.3850174,2019-04-08,2019-04-08,Commercial,Theft Of Motor Vehicle,Auto Theft,D52,Waterfront Communities-The Island (77)
9282,43.7915192,-79.4113464,2019-04-08,2019-04-08,House,Theft Of Motor Vehicle,Auto Theft,D32,Newtonbrook East (50)
9283,43.6447754,-79.3850174,2019-04-08,2019-04-08,Commercial,Theft Of Motor Vehicle,Auto Theft,D52,Waterfront Communities-The Island (77)
9284,43.6447754,-79.3850174,2019-04-08,2019-04-08,Commercial,Theft Of Motor Vehicle,Auto Theft,D52,Waterfront Communities-The Island (77)
9285,43.6447754,-79.3850174,2019-04-08,2019-04-08,Commercial,Theft Of Motor Vehicle,Auto Theft,D52,Waterfront Communities-The Island (77)
9286,43.7181282,-79.5990524,2019-04-08,2019-04-08,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
9287,43.6973038,-79.5094604,2019-04-08,2019-04-14,Other,B&E,Break and Enter,D12,Weston (113)
9288,43.7566948,-79.5694427,2019-04-08,2019-04-08,Outside,Assault,Assault,D31,Humber Summit (21)
9289,43.6502991,-79.4159851,2019-04-08,2019-04-08,Commercial,Assault With Weapon,Assault,D14,Trinity-Bellwoods (81)
9290,43.7436447,-79.6039124,2019-04-08,2019-04-08,Outside,Assault,Assault,D23,West Humber-Clairville (1)
9291,43.7125664,-79.4891968,2019-04-08,2019-04-08,House,Assault,Assault,D12,Maple Leaf (29)
9292,43.6973763,-79.3964691,2019-04-08,2019-04-08,Outside,Assault,Assault,D53,Mount Pleasant West (104)
9293,43.6414375,-79.4150162,2019-04-08,2019-04-08,Apartment,Assault,Assault,D14,Niagara (82)
9294,43.6275215,-79.5130386,2019-04-08,2019-04-08,House,B&E,Break and Enter,D22,Stonegate-Queensway (16)
9295,43.6771812,-79.5508881,2019-04-08,2019-04-08,Outside,Assault,Assault,D22,Princess-Rosethorn (10)
9296,43.7711906,-79.367485,2019-04-08,2019-04-08,Outside,Assault,Assault,D33,Bayview Village (52)
9297,43.7639999,-79.4115677,2019-04-08,2019-04-08,Commercial,B&E,Break and Enter,D32,Lansing-Westgate (38)
9298,43.7816772,-79.3201675,2019-04-08,2019-04-08,House,B&E,Break and Enter,D42,L'Amoreaux (117)
9299,43.7266884,-79.3034668,2019-04-08,2019-04-08,Apartment,B&E,Break and Enter,D33,Victoria Village (43)
9300,43.7198334,-79.5138016,2019-04-08,2019-04-08,Commercial,B&E,Break and Enter,D31,Downsview-Roding-CFB (26)
9301,43.7941818,-79.1536484,2019-04-08,2019-04-08,Other,B&E W'Intent,Break and Enter,D43,Centennial Scarborough (133)
9302,43.7346725,-79.4699249,2019-04-08,2019-04-16,Commercial,Theft Over,Theft Over,D32,Downsview-Roding-CFB (26)
9303,43.7323952,-79.4194107,2019-04-08,2019-04-08,Commercial,Assault,Assault,D32,Bedford Park-Nortown (39)
9304,43.7795486,-79.2329788,2019-04-08,2019-04-08,Apartment,Aggravated Assault,Assault,D43,Woburn (137)
9305,43.763504,-79.4910507,2019-04-08,2019-04-08,Other,Robbery - Swarming,Robbery,D31,York University Heights (27)
9306,43.7890816,-79.4465332,2019-04-08,2019-04-08,Apartment,Assault,Assault,D32,Westminster-Branson (35)
9307,43.7601051,-79.4282837,2019-04-08,2019-04-08,Outside,Assault,Assault,D32,Lansing-Westgate (38)
9308,43.7443428,-79.213768,2019-04-08,2019-04-08,Apartment,Assault,Assault,D43,Scarborough Village (139)
9309,43.7488708,-79.5631943,2019-04-08,2019-04-08,Outside,Assault,Assault,D31,Humber Summit (21)
9310,43.7309113,-79.5994492,2019-04-08,2019-04-08,Other,Theft Over,Theft Over,D23,West Humber-Clairville (1)
9311,43.6292458,-79.4756851,2019-04-08,2019-04-08,Commercial,B&E,Break and Enter,D22,Mimico (includes Humber Bay Shores) (17)
9312,43.6601486,-79.4341125,2019-04-08,2019-04-08,Outside,Assault,Assault,D14,Dufferin Grove (83)
9313,43.7221107,-79.43293,2019-04-08,2019-04-08,Outside,B&E - M/Veh To Steal Firearm,Break and Enter,D32,Englemount-Lawrence (32)
9314,43.7306099,-79.4927216,2019-04-08,2019-04-08,Apartment,Assault With Weapon,Assault,D31,Downsview-Roding-CFB (26)
9315,43.672123,-79.3420486,2019-04-08,2019-04-08,Apartment,Assault,Assault,D55,Blake-Jones (69)
9316,43.6778679,-79.4363632,2019-04-08,2019-04-08,Other,Assault,Assault,D13,Corso Italia-Davenport (92)
9317,43.7244987,-79.3141251,2019-04-08,2019-04-08,Other,Assault,Assault,D54,Victoria Village (43)
9318,43.7866325,-79.3343811,2019-04-08,2019-04-08,Other,Assault,Assault,D33,Pleasant View (46)
9319,43.7601051,-79.4282837,2019-04-08,2019-04-08,Outside,Assault,Assault,D32,Lansing-Westgate (38)
9320,43.7124443,-79.2724075,2019-04-08,2019-04-08,House,Assault,Assault,D41,Clairlea-Birchmount (120)
9321,43.7208786,-79.2414474,2019-04-08,2019-04-09,Outside,Assault,Assault,D41,Cliffcrest (123)
9322,43.7417946,-79.2251663,2019-04-08,2019-04-09,Other,Assault,Assault,D43,Scarborough Village (139)
9323,43.7941818,-79.1536484,2019-04-08,2019-04-09,Commercial,B&E W'Intent,Break and Enter,D43,Centennial Scarborough (133)
9324,43.7190781,-79.5081558,2019-04-08,2019-04-11,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Downsview-Roding-CFB (26)
9325,43.7875824,-79.2683105,2019-04-08,2019-04-09,Commercial,Assault,Assault,D42,Agincourt South-Malvern West (128)
9326,43.7941818,-79.1536484,2019-04-08,2019-04-10,Commercial,B&E W'Intent,Break and Enter,D43,Centennial Scarborough (133)
